City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,kavieng,-2.5744,150.7967,28.72,76,100,4.97,PG,1734590620
82,san clemente del tuyu,-36.3569,-56.7235,19.18,85,100,5.35,AR,1734590621
83,whitehorse,60.7161,-135.0538,-27.57,76,40,0.0,CA,1734590622
84,hermanus,-34.4187,19.2345,22.11,59,0,2.97,ZA,1734590624
85,anna regina,7.2644,-58.5077,25.18,87,5,3.51,GY,1734590626
86,isafjordur,66.0755,-23.124,-5.19,78,100,2.58,IS,1734590627
87,posse,-14.0931,-46.3694,19.96,96,90,1.72,BR,1734590628
88,stanley,54.868,-1.6985,2.51,84,0,6.17,GB,1734590629
89,fort abbas,29.1925,72.8536,20.56,15,0,2.48,PK,1734590630
90,concepcion,-36.827,-73.0498,10.89,82,0,4.12,CL,1734590632
91,pimentel,-6.8367,-79.9342,20.16,73,0,4.12,PE,1734590633
92,arvi,20.9833,78.2333,27.29,18,98,2.92,IN,1734590634
93,port lincoln,-34.7333,135.8667,24.3,50,44,3.95,AU,1734590635
94,berezovo,63.9381,65.0419,-12.07,96,100,1.79,RU,1734590636
95,sassandra,4.95,-6.0833,24.13,90,11,1.06,CI,1734590637
96,mariehamn,60.0973,19.9348,5.92,93,100,4.12,AX,1734590639
97,saint-francois,46.4154,3.9054,13.01,71,0,3.09,FR,1734590640
98,island harbour,50.724,-1.2758,7.04,66,100,4.02,GB,1734590641
99,kolonia town,6.964,158.206,29.0,84,100,2.57,FM,1734590642
100,avarua,-21.2078,-159.775,25.03,100,100,1.03,CK,1734590643
101,manta,-0.95,-80.7333,24.88,69,100,6.69,EC,1734590644
102,bamboo flat,11.7,92.7167,30.05,70,40,4.63,IN,1734590645
103,ouarzazat,30.9189,-6.8934,4.16,38,0,1.54,MA,1734590647
104,kasongo-lunda,-6.4667,16.8167,23.77,92,100,0.24,CD,1734590648
105,ambodifotatra,-16.9833,49.85,31.03,55,20,1.03,MG,1734590649
106,matoury,4.8483,-52.3317,23.98,100,75,0.51,GF,1734590650
107,enewetak,11.3474,162.3373,27.55,83,100,9.86,MH,1734590651
108,sisimiut,66.9395,-53.6735,-13.3,79,100,5.36,GL,1734590652
109,haiku-pauwela,20.9219,-156.3051,24.01,87,100,1.54,US,1734590654
110,fort st. john,56.2499,-120.8529,-21.06,77,75,2.06,CA,1734590655
111,ugoofaaru,5.6667,73.0,27.51,81,81,4.18,MV,1734590656
112,mhamid,29.82,-5.72,9.23,26,0,0.87,MA,1734590657
113,talnakh,69.4865,88.3972,-13.69,94,100,4.44,RU,1734590658
114,udachny,66.4167,112.4,-26.83,99,47,1.76,RU,1734590659
115,jasper,37.2001,-94.3502,1.16,91,0,2.06,US,1734590660
116,umea,63.8284,20.2597,-0.04,100,100,3.09,SE,1734590662
117,czluchow,53.6672,17.3588,8.61,82,100,6.6,PL,1734590663
118,aasiaat,68.7098,-52.8699,-12.88,76,100,9.78,GL,1734590664
119,lompoc,34.6391,-120.4579,13.4,56,0,4.12,US,1734590665
120,woolgoolga,-30.1106,153.2007,22.93,56,95,8.44,AU,1734590666
121,argo,37.6333,22.7333,11.92,65,37,0.84,GR,1734590667
122,madara,11.7798,10.4479,13.47,40,1,4.02,NG,1734590668
123,port saint john's,-31.6229,29.5448,21.0,85,100,1.67,ZA,1734590670
124,wuxi,31.5689,120.2886,7.7,46,100,2.3,CN,1734590672
125,iskateley,67.6803,53.1512,-21.18,91,100,2.06,RU,1734590673
126,saipan,15.1355,145.701,31.39,80,40,5.66,MP,1734590674
127,inhambane,-23.865,35.3833,30.99,66,20,3.13,MZ,1734590675
128,xinyuan,37.3,99.0,-2.09,19,99,4.7,CN,1734590676
129,turbat,26.0023,63.044,21.19,8,68,7.68,PK,1734590677
130,smithers,54.7804,-127.1743,-8.82,92,0,1.54,CA,1734590679
131,la ligua,-32.4524,-71.2311,16.11,80,0,1.02,CL,1734590680
132,brisas de zicatela,15.8369,-97.0419,25.03,57,100,1.71,MX,1734590681
133,kearney,40.6995,-99.0815,0.95,71,0,8.05,US,1734590682
134,yeraliyev,43.2,51.65,4.9,52,89,14.04,KZ,1734590683
135,jamestown,42.097,-79.2353,0.57,96,100,5.14,US,1734590684
136,pisco,-13.7,-76.2167,20.03,88,40,0.0,PE,1734590685
137,thompson,55.7435,-97.8558,-27.91,76,0,3.09,CA,1734590687
138,la paz,-16.5,-68.15,10.32,76,75,1.34,BO,1734590688
139,qarqaraly,49.4058,75.4742,-5.09,81,100,3.52,KZ,1734590689
140,matthew town,20.95,-73.6667,25.72,84,20,8.47,BS,1734590690
141,puerto deseado,-47.7503,-65.8938,11.6,36,100,13.29,AR,1734590691
142,nha trang,12.25,109.1833,27.0,72,56,8.18,VN,1734590692
143,zheleznodorozhnyy,55.7503,38.0042,-16.25,97,100,1.92,RU,1734590693
144,new norfolk,-42.7826,147.0587,19.28,52,98,2.45,AU,1734590695
145,peace river,56.2501,-117.286,-21.83,84,100,1.03,CA,1734590457
146,badger,64.8,-147.5333,-18.13,81,75,2.06,US,1734590697
147,east london,-33.0153,27.9116,19.52,88,100,2.06,ZA,1734590698
148,laojunmiao,39.8333,97.7333,-5.23,59,0,1.12,CN,1734590699
149,raufoss,60.7264,10.6172,-1.92,89,100,2.01,NO,1734590700
150,ust-nera,64.5667,143.2,-25.31,100,100,1.14,RU,1734590701
151,weno,7.4515,151.8468,28.69,76,87,7.99,FM,1734590703
152,box elder,41.5005,-112.8764,5.67,65,77,1.34,US,1734590704
153,hawaiian paradise park,19.5933,-154.9731,23.83,98,75,1.54,US,1734590705
154,eirunepe,-6.6603,-69.8736,22.06,98,98,0.77,BR,1734590706
155,coquimbo,-29.9533,-71.3436,12.85,100,0,1.03,CL,1734590707
156,ta'if,21.2703,40.4158,16.56,35,98,1.47,SA,1734590708
157,fale old settlement,-9.3852,-171.2468,28.69,78,97,9.0,TK,1734590710
158,kerikeri,-35.2268,173.9474,19.32,62,8,3.04,NZ,1734590711
159,okhotsk,59.3833,143.3,-15.77,85,16,5.67,RU,1734590712
160,chengde,40.9725,117.9361,-2.42,28,100,0.45,CN,1734590713
161,anadyr,64.75,177.4833,-0.72,69,100,4.0,RU,1734590714
162,el bayadh,33.6832,1.0193,5.95,32,7,0.79,DZ,1734590715
163,huilong,31.8111,121.655,7.94,53,100,4.83,CN,1734590716
164,ribadesella,43.4614,-5.0596,12.65,89,100,9.42,ES,1734590718
165,uthal,25.8072,66.6219,22.6,29,46,0.81,PK,1734590719
166,zhenlai,45.8495,123.2973,-10.26,82,100,1.86,CN,1734590721
167,dunedin,-45.8742,170.5036,12.57,97,100,5.85,NZ,1734590722
168,kitimat,54.0524,-128.6534,-0.61,40,100,1.63,CA,1734590724
169,pekin,39.9075,116.3972,0.94,30,100,2.35,CN,1734590517
170,barra,-11.0894,-43.1417,23.35,83,79,0.23,BR,1734590726
171,kodiak,57.79,-152.4072,3.73,100,100,8.75,US,1734590727
172,afaahiti,-17.75,-149.2833,25.39,83,67,5.93,PF,1734590728
173,papatowai,-46.5619,169.4708,12.05,95,99,7.97,NZ,1734590729
174,port alfred,-33.5906,26.891,20.1,91,100,1.79,ZA,1734590730
175,shivpuri,25.4333,77.65,22.14,21,0,3.5,IN,1734590732
176,longyearbyen,78.2186,15.6401,-9.09,62,40,2.57,SJ,1734590733
177,pacific grove,36.6177,-121.9166,14.49,68,0,6.26,US,1734590734
178,ulaangom,49.9811,92.0667,-19.67,95,100,0.93,MN,1734590735
179,nizhneudinsk,54.9076,99.0276,-9.67,72,1,2.05,RU,1734590737
180,venev,54.3553,38.2684,-15.73,94,100,2.55,RU,1734590739
181,gadzhiyevo,69.2551,33.3362,-20.78,100,100,4.88,RU,1734590740
182,polyarnyy,69.1989,33.4478,-20.01,100,98,4.75,RU,1734590741
183,banda aceh,5.5577,95.3222,29.59,69,73,3.33,ID,1734590742
184,colonia,50.9333,6.95,14.42,79,75,7.2,DE,1734590743
185,naliya,23.2667,68.8333,24.66,11,4,5.21,IN,1734590744
186,wailua homesteads,22.0669,-159.378,23.44,92,0,0.0,US,1734590745
187,san antonio de pale,-1.4014,5.6325,26.71,80,7,2.14,GQ,1734590747
188,huruta,8.15,39.35,19.6,33,2,2.3,ET,1734590748
189,cockburn town,21.4612,-71.1419,26.21,82,2,10.54,TC,1734590749
190,vilyuchinsk,52.9306,158.4028,-0.85,80,100,1.99,RU,1734590750
191,bijbehara,33.8,75.1,6.94,15,0,1.71,IN,1734590751
192,fortuna,40.5982,-124.1573,11.86,97,0,3.6,US,1734590752
193,al kharijah,25.4514,30.5464,14.35,49,100,2.84,EG,1734590754
194,pemangkat,1.1667,108.9667,27.5,79,100,2.6,ID,1734590755
195,augusto correa,-1.0217,-46.635,24.54,91,17,0.63,BR,1734590756
196,aksu,41.1231,80.2644,-5.99,72,20,0.73,CN,1734590758
197,rio claro,-22.4114,-47.5614,17.48,92,0,1.44,BR,1734590759
198,virginia,37.5481,-77.4467,11.27,91,100,7.72,US,1734590724
199,nar'yan-mar,67.6713,53.087,-21.18,91,100,2.06,RU,1734590762
200,pitimbu,-7.4706,-34.8086,25.96,82,96,3.9,BR,1734590764
201,christchurch,-43.5333,172.6333,16.06,85,100,4.63,NZ,1734590695
202,quelimane,-17.8786,36.8883,30.97,52,20,5.36,MZ,1734590766
203,luau,-10.7073,22.2247,20.04,93,100,1.23,AO,1734590768
204,douentza,14.9951,-2.9517,15.64,26,100,1.99,ML,1734590770
205,salalah,17.0151,54.0924,23.05,35,0,7.2,OM,1734590771
206,san jose del guaviare,2.5729,-72.6459,20.55,96,95,0.45,CO,1734590772
207,magna,40.7091,-112.1016,5.32,65,0,3.6,US,1734590773
208,chinde,26.8212,87.7095,23.56,36,0,2.66,NP,1734590775
209,ornskoldsvik,63.2909,18.7153,1.53,100,100,1.03,SE,1734590776
210,chonchi,-42.6128,-73.8092,10.07,76,100,1.19,CL,1734590777
211,vila franca do campo,37.7167,-25.4333,14.23,87,21,2.0,PT,1734590778
212,akrehamn,59.2667,5.1833,7.14,61,40,12.86,NO,1734590779
213,acarau,-2.8856,-40.12,27.31,73,100,6.76,BR,1734590780
214,constantia,44.1833,28.65,2.61,75,0,2.85,RO,1734590781
215,westport,41.1415,-73.3579,6.87,89,100,3.09,US,1734590783
216,kondopoga,62.2057,34.2614,-9.15,80,100,3.98,RU,1734590785
217,khandud,36.9513,72.318,-6.74,58,4,1.0,AF,1734590786
218,quibdo,5.6947,-76.6611,23.99,97,100,1.34,CO,1734590787
219,abu dhabi,24.4667,54.3667,23.06,53,40,3.09,AE,1734590788
220,kavaratti,10.5669,72.642,27.15,66,31,2.63,IN,1734590790
221,kapa'a,22.0752,-159.319,24.18,92,0,0.0,US,1734590791
222,mana,5.6592,-53.7767,24.51,91,100,2.92,GF,1734590792
223,keflavik,64.0049,-22.5624,-0.76,80,100,4.12,IS,1734590793
224,arua,3.0201,30.9111,26.13,43,17,0.99,UG,1734590794
225,corsicana,32.0954,-96.4689,7.16,77,0,3.09,US,1734590795
226,kurchatov,51.6601,35.6521,-5.58,85,100,4.03,RU,1734590648
227,namtsy,62.7161,129.6658,-30.78,99,100,0.3,RU,1734590798
228,aldinga beach,-35.2793,138.4604,32.27,28,0,3.6,AU,1734590799
229,severo-yeniseyskiy,60.3725,93.0408,-13.13,87,100,2.43,RU,1734590800
230,fort saskatchewan,53.7168,-113.2187,-17.9,96,100,1.47,CA,1734590801
231,cooma,-36.2333,149.1333,23.49,26,0,4.79,AU,1734590802
232,pierre,44.3683,-100.351,-0.4,93,100,6.17,US,1734590771
233,alo,6.5486,4.2686,22.64,50,100,2.12,NG,1734590804
234,la quiaca,-22.1024,-65.593,10.42,74,28,0.08,AR,1734590806
235,nuku'alofa,-21.1333,-175.2,28.19,78,40,1.54,TO,1734590807
236,georgiyevka,43.0369,74.7114,0.02,59,100,4.0,KZ,1734590808
237,sinabang,2.4803,96.3801,27.53,81,94,1.2,ID,1734590809
238,kalmunai,7.4167,81.8167,29.11,70,87,1.72,LK,1734590810
239,vershino-darasunskiy,52.35,115.5167,-16.75,86,8,1.19,RU,1734590811
240,gorontalo,0.5412,123.0595,30.21,72,26,1.73,ID,1734590812
241,tafuna,-14.3358,-170.72,26.97,83,100,2.06,AS,1734590814
242,dzilam gonzalez,21.2833,-88.9333,22.01,98,23,1.55,MX,1734590815
243,mikhaylovskoye,51.8239,79.7172,-5.17,77,82,4.28,RU,1734590816
244,kruisfontein,-34.0033,24.7314,21.91,52,0,5.08,ZA,1734590817
245,al qusiyah,27.4402,30.8184,14.56,61,0,4.53,EG,1734590818
246,port lavaca,28.615,-96.6261,14.43,76,0,3.09,US,1734590819
247,novodvinsk,64.4165,40.8122,-20.14,100,92,1.33,RU,1734590821
248,tibati,6.4667,12.6333,21.88,22,39,3.36,CM,1734590822
249,prince george,53.9166,-122.753,-7.06,95,100,3.6,CA,1734590702
250,kidal,18.4411,1.4078,13.07,40,45,10.12,ML,1734590824
251,tuba city,36.135,-111.2399,4.59,42,98,0.18,US,1734590825
252,magong,23.5654,119.5863,16.64,74,100,16.96,TW,1734590556
253,taoudenni,22.6783,-3.9836,12.03,48,0,5.81,ML,1734590827
254,luderitz,-26.6481,15.1594,19.88,56,0,6.63,NA,1734590829
255,castillos,-34.1667,-53.8333,15.73,96,100,1.55,UY,1734590830
256,sena madureira,-9.0656,-68.6569,22.38,99,100,0.85,BR,1734590831
257,grand falls-windsor,48.9332,-55.6649,1.43,84,100,3.97,CA,1734590832
258,sinop,41.7711,34.8709,5.49,74,5,3.79,TR,1734590833
259,rodolfo sanchez taboada,31.7167,-116.5667,15.25,50,0,1.21,MX,1734590836
260,kamaishi,39.2667,141.8833,1.41,50,40,0.82,JP,1734590837
261,nova vicosa,-17.8919,-39.3719,23.91,93,0,1.62,BR,1734590838
262,tolanaro,-25.0319,46.9987,32.04,48,0,8.23,MG,1734590839
263,san andres,12.5847,-81.7006,28.01,83,20,5.14,CO,1734590840
264,dryden,49.7833,-92.7503,-21.84,84,40,2.06,CA,1734590841
265,la'ie,21.6477,-157.9253,24.66,89,2,2.0,US,1734590842
266,markovo,57.3206,107.0881,-17.66,97,19,0.36,RU,1734590844
267,dudinka,69.4058,86.1778,-14.62,94,97,4.05,RU,1734590845
268,bodo,67.28,14.405,-2.98,69,75,14.4,NO,1734590846
269,tofol,5.3248,163.0078,28.88,79,100,3.09,FM,1734590847
270,ciudad lazaro cardenas,17.9583,-102.2,23.64,90,100,1.81,MX,1734590848
271,vilyuysk,63.7553,121.6247,-21.38,99,77,2.59,RU,1734590849
272,puerto carreno,6.189,-67.4859,26.99,89,0,1.34,CO,1734590850
273,fort bragg,35.139,-79.006,16.91,95,0,3.09,US,1734590852
274,pampa,35.5362,-100.9599,4.02,56,0,8.23,US,1734590853
275,pamandzi,-12.7967,45.2794,24.88,88,100,5.14,YT,1734590854
276,isangel,-19.55,169.2667,26.49,82,100,1.43,VU,1734590855
277,tromso,69.6496,18.957,-7.99,73,0,0.51,NO,1734590856
278,st. john's,47.5649,-52.7093,4.43,86,100,5.66,CA,1734590707
279,weyburn,49.6668,-103.8511,-14.88,85,100,4.63,CA,1734590860
280,tomohon,1.3346,124.8392,26.52,67,4,3.19,ID,1734590861
281,klyuchi,52.2667,79.1667,-6.04,85,100,4.75,RU,1734590862
282,plettenberg bay,-34.0527,23.3716,21.56,56,2,2.8,ZA,1734590863
283,prince rupert,54.3161,-130.3201,6.83,75,100,9.77,CA,1734590864
284,kingston,17.997,-76.7936,26.53,83,20,1.54,JM,1734590865
285,karamay,45.6004,84.8661,-9.39,78,17,2.19,CN,1734590867
286,laela,-8.5667,32.05,19.91,83,32,2.86,TZ,1734590868
287,grand gaube,-20.0064,57.6608,27.99,72,17,4.02,MU,1734590869
288,kalaoa,19.7286,-155.9817,20.22,88,0,0.45,US,1734590870
289,raja,8.4596,25.678,28.81,27,90,3.14,SS,1734590871
290,kiomboi,-4.2667,34.3667,20.11,76,75,2.31,TZ,1734590872
291,den burg,53.0542,4.7972,8.98,93,75,7.72,NL,1734590873
292,tarawa,1.419,172.984,29.05,74,20,4.63,KI,1734590876
293,bechar,31.6167,-2.2167,1.18,64,0,0.51,DZ,1734590877
294,tabuk,17.4189,121.4443,23.03,85,71,5.52,PH,1734590878
295,'alaqahdari dishu,30.4374,63.313,11.99,18,0,2.13,AF,1734590879
296,ozalp,38.6548,43.993,-6.07,80,47,0.69,TR,1734590880
297,balaklava,44.5,33.6,9.65,52,16,3.57,UA,1734590882
298,ketchikan,55.3422,-131.6461,4.63,87,100,2.57,US,1734590883
299,polovinnoye,54.7914,65.9864,-0.48,94,100,5.16,RU,1734590884
300,goundi,9.3627,17.366,22.23,21,82,3.48,TD,1734590885
301,praia,14.9215,-23.5087,23.3,73,24,6.17,CV,1734590886
302,cabo san lucas,22.8909,-109.9124,19.31,73,6,0.97,MX,1734590326
303,qoryooley,1.7878,44.53,30.74,50,83,4.67,SO,1734590889
304,betioky,-23.7167,44.3833,39.66,13,41,1.78,MG,1734590890
305,kapuskasing,49.4169,-82.4331,-17.95,78,100,4.12,CA,1734590891
306,tougue,11.4667,-11.6,14.75,24,41,1.3,GN,1734590892
307,geraldton,-28.7667,114.6,26.23,61,0,12.35,AU,1734590893
308,nishinoomote,30.7333,131.0,11.31,53,20,3.6,JP,1734590894
309,kone,-21.0595,164.8658,27.45,71,100,2.33,NC,1734590896
310,kayenta,36.7278,-110.2546,3.33,39,59,1.48,US,1734590760
311,mont-dore,-22.2833,166.5833,24.58,72,100,2.39,NC,1734590898
312,rechka-vydrino,51.485,104.8461,-7.04,90,100,2.8,RU,1734590899
313,olyokminsk,60.3736,120.4264,-12.14,92,100,3.57,RU,1734590900
314,labrador city,52.9463,-66.9114,-13.05,85,100,2.06,CA,1734590901
315,dongning,44.0622,131.1207,-6.16,48,92,4.49,CN,1734590902
316,taroa,8.7058,171.2275,27.72,83,89,10.76,MH,1734590904
317,tura,25.5198,90.2201,24.35,38,100,2.01,IN,1734590905
318,abancay,-13.6339,-72.8814,14.19,96,100,0.72,PE,1734590906
319,kassala,15.451,36.4,27.84,40,56,2.5,SD,1734590907
320,carutapera,-1.195,-46.02,25.93,84,79,2.71,BR,1734590908
321,ash shafa,21.0694,40.3119,13.06,49,24,1.61,SA,1734590909
322,ingeniero jacobacci,-41.3427,-69.5448,8.13,41,5,7.19,AR,1734590910
323,greymouth,-42.4667,171.2,17.98,69,8,2.63,NZ,1734590799
324,melekeok village,7.4957,134.6367,31.31,70,75,4.12,PW,1734590914
325,nemuro,43.3236,145.575,-0.84,63,18,2.36,JP,1734590915
326,porto novo,6.4965,2.6036,24.9,63,47,2.18,BJ,1734590916
327,north bend,43.4065,-124.2243,11.2,100,100,3.09,US,1734590917
328,hasaki,35.7333,140.8333,8.87,51,97,9.47,JP,1734590919
329,mount gambier,-37.8333,140.7667,23.96,40,8,3.79,AU,1734590920
330,le port,-20.9373,55.2919,29.17,83,99,3.41,RE,1734590921
331,daru,-9.0763,143.2092,31.16,70,83,4.04,PG,1734590922
332,san juan,-31.5375,-68.5364,22.96,38,0,0.9,AR,1734590923
333,curvelo,-18.7564,-44.4308,20.47,91,23,1.25,BR,1734590924
334,mejit,10.2753,170.8646,27.27,85,44,10.84,MH,1734590925
335,olinda,-8.0089,-34.8553,26.85,83,40,3.6,BR,1734590927
336,uacu cungo,-11.3634,15.1208,19.12,95,91,1.39,AO,1734590928
337,tadine,-21.55,167.8833,24.99,74,100,2.31,NC,1734590929
338,bukittinggi,-0.3091,100.3706,24.92,74,77,2.23,ID,1734590930
339,gargalianoi,37.0667,21.6333,11.79,74,8,1.22,GR,1734590931
340,barcelos,41.5388,-8.6151,13.77,95,56,4.43,PT,1734590932
341,glen innes,-29.7333,151.7333,22.79,37,0,4.91,AU,1734590933
342,codajas,-3.8367,-62.0569,22.51,98,84,0.33,BR,1734590935
343,alofi,-19.0595,-169.9187,26.94,89,20,2.06,NU,1734590936
344,kirakira,-10.4544,161.9205,28.7,82,91,2.61,SB,1734590937
345,pingliang,35.5392,106.6861,3.73,39,4,2.17,CN,1734590938
346,alamo,20.9167,-97.6833,19.83,95,13,0.91,MX,1734590939
347,rongelap,11.1635,166.8941,27.29,85,97,10.81,MH,1734590940
348,tsiombe,-25.3,45.4833,39.11,22,9,0.48,MG,1734590941
349,lembeni,-3.7833,37.6167,23.78,69,46,1.32,TZ,1734590943
350,saint-joseph,-21.3667,55.6167,29.21,57,93,3.95,RE,1734590944
351,harstad,68.799,16.5293,-4.91,79,100,10.28,NO,1734590945
352,mount isa,-20.7333,139.5,27.87,74,75,5.66,AU,1734590946
353,queenstown,-31.8976,26.8753,18.89,70,100,1.48,ZA,1734590947
354,marka,1.7159,44.7717,28.86,64,100,5.39,SO,1734590948
355,arar,30.9753,41.0381,6.01,28,0,2.06,SA,1734590949
356,guaratinga,-16.5667,-39.5667,21.41,93,12,0.82,BR,1734590951
357,vernon,50.2581,-119.2691,0.97,94,100,4.12,CA,1734590952
358,ola,59.5833,151.2833,-15.94,75,100,5.61,RU,1734590953
359,howard springs,-12.497,131.047,31.6,66,100,2.45,AU,1734590954
360,saint-pierre,-21.3393,55.4781,29.82,54,0,3.09,RE,1734590955
361,papar,5.7333,115.9333,32.0,76,100,1.7,MY,1734590956
362,kara suu,40.7046,72.8667,0.98,55,100,2.0,KG,1734590957
363,erenhot,43.6475,111.9767,-4.71,36,16,6.28,CN,1734590959
